English,System BG,Reference BG,en_idx,bg_idx,segment
"(d) Shall ensure that activities for the predisposal management of and for the disposal of radioactive waste are conducted in accordance with the requirements of applicable IAEA standards38, and in accordance with the authorization;","г) гарантира, че дейностите за предразполагащо управление на и за обезвреждане на радиоактивни отпадъци се извършват в съответствие с изискванията на приложимите стандарти на МААЕ 38 и в съответствие с разрешението;","(г) гарантират, че дейностите по управление на радиоактивните отпадъци преди погребване и по погребване на радиоактивните отпадъци се извършват в съответствие с изискванията на приложимите стандарти на МААЕ38 и в съответствие с полученото официалното разрешение;",2143,2259,dp
"(e) Shall maintain an inventory of all radioactive waste that is generated, stored, transferred or disposed of;","д) поддържа опис на всички радиоактивни отпадъци, които се генерират, съхраняват, прехвърлят или унищожават;","д) извършват инвентаризация на всички радиоактивни отпадъци, които се генерират, съхраняват, прехвърлят или погребват;",2144,2260,dp
(f) Shall develop and implement a strategy for radioactive waste management and shall include appropriate evidence that protection and safety is optimized.,"е) разработва и прилага стратегия за управление на радиоактивни отпадъци и включва подходящи доказателства, че защитата и безопасността са оптимизирани.","е) разработват и прилагат стратегия за управление на радиоактивните отпадъци и предоставят съответни доказателства, че защитата и безопасността са оптимизирани.",2145,2261,dp
"COM, OR, EP","COM, ИЛИ, EP","COM, OR, EP",2146,2262,dp
This is the responsibility of the Owner/Licensee.,Това е отговорност на собственика/лицензията.,Това е отговорност на Собственика/Лицензианта.,2147,2263,dp
DCD Chapter 11 describes the standard AP1000 plant waste management systems.,DCD Глава 11 описва стандартните системи за управление на отпадъци от инсталации AP1000.,В Глава 11 на ДКП са описани стандартните системи за управление на отпадъците в централата AP1000.,2148,2264,dp
"(a) The AP1000 plant design conforms with the principles of waste management as far as practicable and fulfils these requirements. The minimization of radwaste is typically strongly dependent on the operational programs implemented within any given plant (specifically in the area of dry wastes). From a reactor design standpoint, appropriate measures have been taken to minimize the production of radwaste. These include proven radwaste treatment techniques and minimization of plant source term through appropriate materials selection. Material specifications related to source term reduction are described under “Materials” in subsection 12.3.1.1.1 and in Table 12.3-1 of the DCD.","а) Проектирането на инсталации AP1000 съответства на принципите за управление на отпадъците, доколкото е възможно и отговаря на тези изисквания. Свеждането до минимум на радиотпадъците обикновено зависи силно от оперативните програми, изпълнявани в рамките на дадена инсталация (особено в областта на сухите отпадъци). От гледна точка на проектирането на реактора са взети подходящи мерки за свеждане до минимум на производството на радиотпадъци. Те включват доказани техники за третиране на ради отпадъци и минимизиране на термина за източник на енергия чрез подходящ подбор на материали. Материалните спецификации, свързани с намаляването на източника, са описани в раздел 12.3.1.1.1 и таблица 12.3-1 от DCD.","(а) Проектът на централата AP1000 е съобразен с принципите за управление на отпадъците, доколкото това е практически възможно, и изпълнява тези изисквания. Минимизацията на количеството на радиоактивните отпадъци обикновено силно зависи от оперативните програми, прилагани в рамките на дадена централа (по-специално по отношение на сухите отпадъци). От гледна точка на конструкцията на реактора са взети подходящи мерки за минимизация на образуването на радиоактивни отпадъци. Това включва доказани методики за третиране на радиоактивни отпадъци и минимизация на източниците на радиоактивност в реактора чрез подходящ избор на материали. Спецификациите за материалите, свързани с намаляването на източниците на радиоактивност, са описани в “Материали” в Подраздел 12.3.1.1.1 и в Таблица 12.3-1 на ДКП.",2149,2265,dp
"The AP1000 standard plant design does not include provisions for packaging or volume reduction of solid radwaste. The final selection of the packaging and treatment solutions will be performed as part of site-specific project development,","Стандартният дизайн на инсталацията AP1000 не включва разпоредби за опаковане или намаляване на обема на твърдите ради отпадъци. Окончателният избор на решения за опаковане и третиране ще се извършва като част от разработването на специфични за обекта проекти,",Стандартният проект на централата AP1000 не включва мерки за опаковане или намаляване на обема на твърдите радиоактивни отпадъци. Окончателният избор на решения за опаковането и третирането на отпадъците ще се извърши като част на разработката на проекта за конкретната площадка.,2150,2266,dp
"(b) Radwaste Management is a responsibility of the Owner,","б) Управлението на отпадъците от Рад е отговорност на собственика,",(б) Управлението на радиоактивните отпадъците е отговорност на Собственика.,2151,2267,dp
"(c) As discussed throughout DCD Chapter 11, the AP1000 standard plant design provides appropriate design provisions for the management of liquid and gaseous radwaste for the entire lifecycle (generation, segregation, collection, treatment, and controlled discharge),","в) Както беше обсъдено по време на DCD глава 11, стандартният дизайн на AP1000 предвижда подходящи проектни разпоредби за управлението на течни и газообразни ради отпадъци за целия жизнен цикъл (генерация, сегрегация, събиране, третиране и контролирано изхвърляне),","(в) Както е обсъдено в Глава 11 на ДКП, стандартният проект на централата AP1000 предвижда подходящи проектни мерки за управление на течните и газообразните радиоактивни отпадъци през целия жизнен цикъл (генериране, сортиране, събиране, третиране и контролирано погребване).",2152,2268,dp
"(d) (EP) Allowable activities for waste packages are determined by each countries taking into account the disposal options available (in line with IAEA guidance),","г) (ЕП) допустимите дейности за пакети от отпадъци се определят от всяка държава, като се вземат предвид наличните възможности за обезвреждане (в съответствие с насоките на МААЕ),","(г) (EP) Допустимите дейности за опаковките с отпадъци се определят от всяка страна, като се вземат предвид наличните възможности за погребване (в съответствие с указанията на МААЕ).",2153,2269,dp
"(e) Inventory Records will need to be incorporated by the Owner as part of the Owner-scope operational programs applicable to radiation protection, radioactive waste and spent fuel management,","д) Инвентаризационните записи ще трябва да бъдат включени от собственика като част от оперативните програми, приложими към радиационната защита, радиоактивните отпадъци и управлението на отработеното гориво,","(д) Записите от инвентаризацията ще трябва да бъдат включени от Собственика като част от оперативните програми на Собственика, приложими към радиационната защита, управлението на радиоактивните отпадъци и отработеното гориво.",2154,2270,dp
"(f) Radioactive waste management is to be included by the Owner in the operational programs applicable to radiation protection, radioactive waste and spent fuel management.","е) Управлението на радиоактивните отпадъци трябва да бъде включено от собственика в оперативните програми, приложими към радиационната защита, радиоактивните отпадъци и управлението на отработеното гориво.","(е) Управлението на радиоактивните отпадъци трябва да бъде включено от Собственика в оперативните програми, приложими към радиационната защита, управлението на радиоактивните отпадъци и отработеното гориво.",2155,2271,dp
Discharges,Освобождаване от отговорност във връзка с изпълнението на бюджета,,2156,,dp
3.132.,3.132.,3.132.,2157,2273,dp
"Registrants and licensees, in cooperation with suppliers, in applying for an authorization for discharges, as appropriate:","Регистранти и лицензи, в сътрудничество с доставчиците, при подаване на заявление за разрешение за освобождаване от отговорност, според случая:","Регистрираните лица и лицензиантите, в сътрудничество с доставчиците, при кандидатстване за разрешение за изхвърляне, ако е необходимо:",2158,2274,dp
"(a) Shall determine the characteristics and activity of the material to be discharged, and the possible points and methods of discharge;","а) определя характеристиките и активността на материала, който трябва да бъде разреден, както и възможните точки и методи на разряд;","(а) определят характеристиките и активността на материала, който ще се изхвърля, както и възможните точки и методи на изхвърляне;",2159,2275,dp
(b) Shall determine by an appropriate pre-operational study all significant exposure pathways by which discharged radionuclides could give rise to exposure of members of the public;,"б) определя чрез подходящо предварително проучване всички значими пътища на експозиция, чрез които освободените радионуклиди могат да доведат до излагане на обществеността;","б) определят чрез подходящо предексплоатационно проучване всички значими пътища на облъчване, по които изхвърляните радионуклиди могат да доведат до облъчване на лица от населението;",2160,2276,dp
(c) Shall assess the doses to the representative person due to the planned discharges;,в) оценява дозите на представителното лице поради планираните изхвърляния;,"в) оценяват дозите за представителното лице, дължащи се на планираните изхвърляния;",2161,2277,dp
"(d) Shall consider the radiological environmental impacts in an integrated manner with features of the system of protection and safety, as required by the regulatory body;","г) разглеждат радиологичните въздействия върху околната среда по интегриран начин с характеристиките на системата за защита и безопасност, както се изисква от регулаторния орган;","(г) разглеждат радиологичните въздействия върху околната среда в комплекс със средствата на системата за защита и безопасност, както се изисква от регулаторния орган;",2162,2278,dp
"(e) Shall submit to the regulatory body the findings of (a)–(d) above as an input to the establishment by the regulatory body, in accordance with para. 3.123, of authorized limits on discharges and conditions for their implementation.","д) представя на регулаторния орган констатациите по буква а)—г) по-горе като принос към създаването от регулаторния орган, в съответствие с ал. 3.123, на разрешените ограничения за изхвърлянията и условията за тяхното изпълнение.","д) представят на регулаторния орган констатациите по букви а)-г) по-горе като данни, използвани от регулаторния орган, в съответствие с т. 3.123, на разрешените предели за изхвърляне и условията за тяхното спазване.",2163,2279,dp
"COM, OR","COM, ИЛИ","COM, OR",2164,2280,dp
This is the responsibility of the Owner/Licensee.,Това е отговорност на собственика/лицензията.,Това е отговорност на Собственика/Лицензианта.,2165,2281,dp
"(a) In the AP1000 design, monitoring features are provided within the plant to ensure that planned discharges to the environment are performed appropriately and that discharge lines are isolated in the event that discharges exceed expectation. Refer to DCD Chapter 11 for a description of controlled gaseous and liquid discharges, as well as information on the plant radiation monitoring system. Sampling provisions are included in the radioactive waste systems.","(а) В проекта AP1000 се предоставят функции за наблюдение в рамките на инсталацията, за да се гарантира, че планираните изхвърляния в околната среда се извършват по подходящ начин и че изпускателните линии са изолирани в случай, че изхвърлянията надвишават очакванията.","(а) В проекта на AP1000 са предвидени функции за мониторинг в рамките на централата, за да се гарантира, че планираните изхвърляния в околната среда се извършват по подходящ начин и че линиите за изхвърляне са изолирани, ако изхвърлянията надхвърлят очакванията. Вж. Глава 11 на ДКП за описание на контролираните газови и течни изхвърляния, както и за информация за системата за радиационен контрол на централата. Разпоредбите за вземане на проби са включени в системите за радиоактивни отпадъци.",2166,2282,dp
"(b)(c)(d)(e) This is an Owner Requirement and will be subject to a Project Specific Study, which will take into account the Site Specific Information, the regulatory requirements (Limits, dose constraints), and the information on discharges, see (a).","б), буква в), буква г), д) Това е изискване за собственика и ще бъде предмет на специално проучване на проекта, което ще вземе предвид специфичната информация за обекта, регулаторните изисквания (лимити, ограничения на дозата) и информацията за изхвърлянията, вж. а).","(б) (в) (г) (д) Това е изискване на Собственика и ще бъде предмет на специфично за проекта проучване, което ще вземе предвид специфичната за обекта информация, нормативните изисквания (предели, дозови ограничения) и информацията за изхвърлянията, вж. буква (а).",2167,2283,dp
3.133.,3.133.,3.133.,2168,2284,dp
Registrants and licensees shall ensure that operational limits and conditions relating to public exposure are met in accordance with paras 3.123 and 3.124.,"Регистрантите и лицензополучателите гарантират, че експлоатационните ограничения и условия, свързани с публичното излагане, са изпълнени в съответствие с точки 3.123 и 3.124.","Регистрираните лица и лицензиантите гарантират, че експлоатационните предели и условията, свързани с облъчването на населението, са спазени в съответствие с т. 3.123 и 3.124.",2169,2285,dp
OR,ИЛИ,OR,2170,2286,dp
This is the responsibility of the Owner/Licensee.,Това е отговорност на собственика/лицензията.,Това е отговорност на Собственика/Лицензианта.,2171,2287,dp
3.134.,3.134.,3.134.,2172,2288,dp
"Registrants and licensees shall review and modify their discharge control measures, as appropriate and in agreement with the regulatory body, taking into account:","Регистрантите и лицензополучателите преразглеждат и изменят своите мерки за контрол на освобождаването от отговорност, когато е целесъобразно и в съгласие с регулаторния орган, като вземат предвид:","Регистрираните лица и лицензиантите преглеждат и модифицират своите мерки за контрол на изхвърлянията, ако е необходимо и по съгласуване с регулаторния орган, като вземат предвид:",2173,2289,dp
(a) Operating experience;,а) оперативен опит;,(а) експлоатационния опит;,2174,2290,dp
(b) Any changes in exposure pathways or in the characteristics of the representative person that could affect the assessment of doses due to the discharges.,"б) Всички промени в пътищата на експозиция или в характеристиките на представителното лице, които биха могли да повлияят на оценката на дозите поради изхвърлянията.","(б) всякакви промени в пътищата на облъчване или в характеристиките на представителното лице, които биха могли да повлияят на оценката на дозите, дължащи се на изхвърлянията.",2175,2291,dp
OR,ИЛИ,OR,2176,2292,dp
This is the responsibility of the Owner/Licensee.,Това е отговорност на собственика/лицензията.,Това е отговорност на Собственика/Лицензианта.,2177,2293,dp
The design has considered this requirement. AP1000 plant is designed in a way that all liquid and gaseous release points are monitored using continuous radiation monitoring system RMS. AP1000 Effluent monitoring shall most likely conform with Recommendation 2004/2/Euratom which provides guidance to EU countries on the reporting of discharges of radioactive nuclides.,"Заводът AP1000 е проектиран така, че всички точки за течно и газообразно освобождаване да се наблюдават чрез система за непрекъснато следене на радиацията RMS. AP1000 Мониторингът на отпадъчните води най-вероятно трябва да съответства на Препоръка 2004/2/Евратом, която дава насоки на държавите от ЕС относно докладването на изхвърлянията на радиоактивни нуклиди.","Това изискване е взето предвид в проекта. Централата AP1000 е проектирана така, че всички точки на изпускане на течности и газове се контролират с помощта на система за непрекъснат радиационен мониторинг (СРМ). Контролът на отпадъчните радиоактивни води от AP1000 най-вероятно ще съответства на Препоръка 2004/2/Евратом, която предоставя указания на страните от ЕС относно докладването за изхвърляния на радиоактивни нуклиди.",2178,2294,dp
Requirement 32: Monitoring and reporting,Изискване 32: Мониторинг и докладване,Изискване 32: Мониторинг и регистрация на резултатите,2179,2295,dp
Description,Описание,Описание,2180,2296,dp
Compliance,Съответствие,Съответствие,2181,2297,dp
Justification,Обосновка,Обосновка,2182,2298,dp
The regulatory body and relevant parties shall ensure that programmes for source monitoring and environmental monitoring are in place and that the results from the monitoring are recorded and are made available.,"Регулаторният орган и съответните страни гарантират, че са въведени програми за мониторинг на източниците и мониторинг на околната среда и че резултатите от мониторинга се записват и предоставят на разположение.","Регулаторният орган и съответните страни осигуряват наличието на програми за мониторинг на източниците и мониторинг на околната среда, както и регистрация на резултатите от мониторинга и достъп до тях.",2183,2299,dp
"OR, EP","ПЕ, ЕП","OR, EP",2184,2300,dp
This is the responsibility of the regulatory body and the Owner/Licensee or other External Institutions.,Това е отговорност на регулаторния орган и на собственика/лицензията или на други външни институции.,Това е отговорност на регулаторния орган и Собственика/Лицензианта или други Външни институции.,2185,2301,dp
"AP1000 RMS provides continuous monitoring of the radiation parameters as described in DCD Section 11.5. It includes monitoring of the radioactivity of the gaseous and liquid process streams, gaseous and liquid effluents, plant airborne and designated areas as shown in DCD Table 11.5-2.","AP1000 RMS осигурява непрекъснато следене на радиационните параметри, описани в раздел 11.5. То включва следене на радиоактивността на газовите и течни технологични потоци, газообразните и течните отпадъчни води, съоръженията във въздуха и определените зони, както е показано в таблица 11.5-2.","СРМ на AP1000 осигурява непрекъснат контрол на радиационните параметри, както е описано в Раздел 11.5 на ДКП. Това включва мониторинг на радиоактивността на газообразните и течните технологични потоци, газообразните и течните радиоактивни отпадъчни флуиди, въздуха на територията на централата и други определени зони, както е показано в Таблица 11.5-2 на ДКП.",2186,2302,dp
3.135.,3.135.,3.135.,2187,2303,dp
"The regulatory body shall be responsible, as appropriate, for:","Регулаторният орган отговаря, когато е целесъобразно, за:","Регулаторният орган отговаря, според случая, за:",2188,2304,dp
"(a) Review and approval of monitoring programmes of registrants and licensees, which shall be sufficient for:","а) Преглед и одобряване на програми за мониторинг на регистранти и лицензи, които са достатъчни за:","(а) преглед и одобрение на програмите за мониторинг на регистрираните лица и лицензиантите, които трябва да са достатъчни за:",2189,2305,dp
(i) Verifying compliance with the requirements of these Standards in respect of public exposure in planned exposure situations;,i) проверка на съответствието с изискванията на тези стандарти по отношение на публичната експозиция в ситуации на планирана експозиция;,(i) проверка на спазването на изискванията на настоящите стандарти по отношение на облъчването на населението в ситуации на планирано облъчване;,2190,2306,dp
(ii) Assessing doses from public exposure.,ii) Оценка на дозите от публично излагане.,(ii) оценка на дозите на облъчване на населението;,2191,2307,dp
(b) Review of periodic reports on public exposure (including results of monitoring programmes and dose assessments) submitted by registrants and licensees.,"б) Преглед на периодичните доклади за експозицията на обществеността (включително резултатите от програмите за мониторинг и оценките на дозата), представени от регистрантите и лицензополучателите.","(б) преглед на периодичните доклади за облъчването на населението (включително резултатите от програмите за мониторинг и оценките на дозите), представени от регистрираните лица и лицензиантите;",2192,2308,dp
(c) Making provision for an independent monitoring programme.,в) предвиждане на независима мониторингова програма.,"(в) приемане на мерки, насочени за осъществяването на програма за независим мониторинг;",2193,2309,dp
(d) Assessment of the total public exposure due to authorized sources and practices in the State on the basis of monitoring data provided by registrants and licensees and with the use of data from independent monitoring and assessments.,"г) Оценка на общата публична експозиция, дължаща се на разрешени източници и практики в държавата, въз основа на данните от мониторинга, предоставени от регистрантите и лицензополучателите, и с използването на данни от независим мониторинг и оценки.","(г) оценка на сумарното облъчване на населението, дължащо се на разрешени източници и практически дейности в държавата, въз основа на данните от мониторинга, предоставени от регистрираните лица и лицензиантите, и с използване на данни от независим мониторинг и независими оценки;",2194,2310,dp
"(e) Making provision for maintaining records of discharges, results of monitoring programmes and results of assessments of public exposure.","д) предоставяне на разпоредби за поддържане на регистрите на изхвърлянията, резултатите от програмите за мониторинг и резултатите от оценките на публичното излагане.","(д) приемане на мерки, насочени за поддържане на записи за изхвърлянията, резултатите от програмите за мониторинг и резултатите от оценките на облъчването на населението;",2195,2311,dp
(f) Verification of compliance of an authorized practice with the requirements of these Standards for the control of public exposure.,е) Проверка на съответствието на разрешена практика с изискванията на тези стандарти за контрол на публичното излагане.,(е) проверка на съответствието на официално разрешената практическа дейност с изискванията на настоящите стандарти по отношение на контрола на облъчването на населението.,2196,2312,dp
EP,EP,EP,2197,2313,dp
This is the responsibility of the Regulatory body.,Това е отговорност на регулаторния орган.,Това е отговорност на Регулаторния орган.,2198,2314,dp
3.136.,3.136.,3.136.,2199,2315,dp
"The regulatory body shall publish or shall make available on request, as appropriate, results from source monitoring and environmental monitoring programmes and assessments of doses from public exposure.","Регулаторният орган публикува или предоставя при поискване, в зависимост от случая, резултатите от програмите за мониторинг на източниците и мониторинг на околната среда и оценките на дозите от публична експозиция.","Регулаторният орган публикува или предоставя при поискване, според случая, резултати от програмите за мониторинг на източниците и околната среда, както и оценки на дозите на облъчване на населението.",2200,2316,dp
EP,EP,EP,2201,2317,dp
This is the responsibility of the Regulatory body.,Това е отговорност на регулаторния орган.,Това е отговорност на Регулаторния орган.,2202,2318,dp
3.137.,3.137.,3.137.,2203,2319,dp
"Registrants and licensees shall, as appropriate:","Регистрантите и лицензите, когато е уместно:","Регистрираните лица и лицензиантите, ако е необходимо:",2204,2320,dp
"(a) Establish and implement monitoring programmes to ensure that public exposure due to sources under their responsibility is adequately assessed and that the assessment is sufficient to verify and demonstrate compliance with the authorization. These programmes shall include monitoring of the following, as appropriate:","а) Създаване и изпълнение на програми за мониторинг, за да се гарантира, че публичното излагане, дължащо се на източници под тяхна отговорност, е адекватно оценено и че оценката е достатъчна, за да се провери и докаже спазването на разрешението.","(а) установяват и осъществяват програми за мониторинг, за да гарантират, че облъчването на населението, дължащо се на източниците, за които те отговарят, е адекватно оценено и че оценката е достатъчна, за да се провери и демонстрира спазването на официалното разрешение. Тези програми включват мониторинг на следното, в зависимост от обстоятелствата:",2205,2321,dp
(i) External exposure due to such sources;,"i) външна експозиция, дължаща се на такива източници;","(i) външно облъчване, дължащо се на такива източници;",2206,2322,dp
(ii) Discharges;,ii) освобождаване от отговорност;,(ii) изхвърляния;,2207,2323,dp
(iii) Radioactivity in the environment;,iii) радиоактивност в околната среда;,(iii) радиоактивност в околната среда;,2208,2324,dp
(iv) Other parameters important for the assessment of public exposure.,"iv) Други параметри, важни за оценката на публичната експозиция.","(iv) други параметри, важни за оценката на облъчването на населението;",2209,2325,dp
(b) Maintain appropriate records of the results of the monitoring programmes and estimated doses to members of the public.,б) Да се поддържат подходящи данни за резултатите от програмите за мониторинг и очакваните дози за членовете на обществото.,(б) поддържат подходящи записи на резултатите от програмите за мониторинг и очакваните дози за лицата от населението;,2210,2326,dp
"(c) Report or make available to the regulatory body the results of the monitoring programme at approved intervals, including, as applicable, the levels and composition of discharges, dose rates at the site boundary and in premises open to members of the public, results of environmental monitoring and retrospective assessments of doses to the representative person.","в) докладва или предоставя на регулаторния орган резултатите от мониторинговата програма на одобрени интервали, включително, според случая, нивата и състава на изхвърлянията, нивата на дозите на границата на площадката и в помещенията, отворени за обществеността, резултатите от мониторинга на околната среда и ретроспективните оценки на дозите за представителното лице.","(в) съобщават или предоставят на регулаторния орган резултатите от програмата за мониторинг на одобрени интервали от време, включително, ако е приложимо, нивата и състава на изхвърлянията, мощността на дозите в границите на площадката и в помещения, отворени за лица от населението, резултатите от мониторинга на околната среда и ретроспективните оценки на дозите за представителното лице;",2211,2327,dp
"(d) Report promptly to the regulatory body any levels exceeding the operational limits and conditions relating to public exposure, including authorized limits on discharges, in accordance with reporting criteria established by the regulatory body.","г) докладва незабавно на регулаторния орган за всички нива, надхвърлящи експлоатационните граници и условия, свързани с публичното излагане, включително разрешените ограничения за изхвърлянето от отговорност, в съответствие с критериите за докладване, установени от регулаторния орган.","(г) незабавно съобщават на регулаторния орган за всякакви нива, превишаващи експлоатационните граници и условията, свързани с облъчването на населението, включително разрешените граници за изхвърлянията, в съответствие с критериите за представяне на отчети, установени от регулаторния орган;",2212,2328,dp
"(e) Report promptly to the regulatory body any significant increase in dose rate or concentrations of radionuclides in the environment that could be attributed to the authorized practice, in accordance with reporting criteria established by the regulatory body.","д) докладва незабавно на регулаторния орган за значително увеличаване на дозата или концентрациите на радионуклиди в околната среда, които биха могли да бъдат приписани на разрешената практика, в съответствие с критериите за докладване, установени от регулаторния орган.","(д) незабавно съобщават на регулаторния орган за всяко значително увеличение на мощността на дозата или концентрациите на радионуклиди в околната среда, което може да се отдаде на разрешената практическа дейност, в съответствие с критериите за представяне на отчети, установени от регулаторния орган;",2213,2329,dp
(f) Establish and maintain a capability to conduct monitoring in an emergency in the event of unexpected increases in radiation levels or in concentrations of radionuclides in the environment due to an accident or other unusual event attributed to the authorized source or facility.,"е) Установяване и поддържане на възможност за наблюдение при извънредна ситуация в случай на неочаквано повишаване на радиационните нива или в концентрации на радионуклиди в околната среда поради авария или друго необичайно събитие, приписвано на оторизирания източник или съоръжение.","(е) създават и поддържат капацитет за провеждане на мониторинг при аварийни ситуации в случай на неочаквано повишаване на нивата на радиация или концентрациите на радионуклиди в околната среда поради авария или друго необичайно събитие, свързано с използването на разрешен източник или разрешено съоръжение;",2214,2330,dp
(g) Verify the adequacy of the assumptions made for the assessment of public exposure and the assessment for radiological environmental impacts.,"ж) Проверете адекватността на допусканията, направени за оценка на публичното излагане и оценката на радиологичното въздействие върху околната среда.","(ж) проверяват адекватността на допусканията, направени при оценката на облъчването на населението и оценката на радиологичните въздействия върху околната среда;",2215,2331,dp
